_id,arabic_name,description,type,latitude,longitude,directorate,directorate_latitude,directorate_longitude,icon,tags,start_time,end_time,phone_no
490,"بنکەی تەندروستی هەريم",Harem,main,36.6517,44.5495,Erbil,36.191198,44.00914,facility_main.png,Main,"8:00 AM","1:30 PM",NULL
491,"بنکەی تەندروستی بێخمە",Bexma,branch,36.6827,44.3137,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
492,"بنکەی تەندروستی  خلان بیاو","Xlan Byaw",branch,36.6768,44.3704,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
493,"بنکەی تەندروستی سيرشمه",Sreshma,branch,36.6443,44.4109,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
494,"بنکەی تەندروستی الانە",Alana,branch,36.5375,44.4426,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
495,"بنکەی تەندروستی کەلەکین",Kalakin,branch,36.6208,44.3377,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
496,"بنکەی تەندروستی جۆنارە",Jonara,branch,36.6582,44.3576,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
497," بنکەی تەندروستی شارسینە",Sharsina,branch,36.4884,44.7462,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
498,"بنکەی تەندروستی هاوديان",Hawdyan,branch,36.6954,44.479,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
499,"بنکەی تەندروستی دايلزيان",Delizyan,branch,36.6932,44.5242,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
500,"بنکەی تەندروستی شێوان",Shewan,branch,36.7916,44.6023,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
501,"بنکەی تەندروستی مجازير",Mjesar,branch,36.8006,44.6289,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
502,"بنکەی تەندروستی کەژاک",Kazhak,branch,36.7626,44.6392,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
503,"بنکەی تەندروستی بالەکیان",Balakyan,branch,36.658,44.4982,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
504,"بنکەی تەندروستی حسنان",Hsnan,branch,36.7044,44.6225,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
505,"بنکەی تەندروستی بەرزێوە",Barzewa,branch,36.6248,44.6134,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
506,"بنکەی تەندروستی وەرتێ",Warte,branch,36.5071,44.754,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
507,"بنکەی تەندروستی ئاکۆیان",Akoyan,branch,36.5625,44.5609,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
508,"بنکەی تەندروستی دەرگەلە",Dargala,branch,36.5657,44.6953,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
509,"بنکەی تەندروستی خانەقا",Xanaqa,branch,36.5365,44.7707,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
510,"بنکەی تەندروستی کاروانی خوارو","Karwani Xuaru",branch,36.52,44.5852,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
511,"بنکەی تەندروستی کاولۆکان",Kaulokan,branch,36.6227,44.5358,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
512,"بنکەی تەندروستیماویليان",Mawilian,branch,36.6041,44.6525,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
513,"بنکەی تەندروستی جونديان",Jundyan,branch,36.6284,44.5767,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
514,"بنکەی تەندروستی بێخال",Bexal,branch,36.6095,44.4954,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
515,"بنکەی تەندروستی زاروە",Zarwa,branch,36.6427,44.6639,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
516," بنکەی تەندروستی زیلیە",Zylya,branch,36.847,44.6587,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
517,"بنکەی تەندروستی شيخان",Shexan,branch,36.7188,44.571,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
518," بنکەی تەندروستی نزاری",Nzari,branch,36.87,44.5644,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
519,"بنکەی تەندروستی تارينان",Tarinan,branch,36.4797,44.5499,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
520," بنکەی تەندروستی بلەی خوارو","Blay Xwaru",branch,36.5235,44.4978,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
521," بنکەی تەندروستی مەلەکان",Malakan,branch,36.4576,44.5932,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
522," بنکەی تەندروستی زارگەلی",Zargali,branch,36.47,44.8392,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
523," بنکەی تەندروستی بۆکریسکان",Bokriskan,branch,36.4601,44.793,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
524,"بنکەی تەندروستی بااشتىان",Bashtyan,branch,36.641,44.5148,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
525,"بنکەی تەندروستی سارداو",Sardaw,branch,36.7383,44.4581,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
526,"بنکەی تەندروستی کەونە گوند",Kawnakund,branch,36.7444,44.5252,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
527,"بنکەی تەندروستی شێرکۆیە",Sherokya,branch,36.7694,44.4664,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
528,"نەخۆشخانەی مێرگەسۆر","Mirgah Sur Hospital",hospital,36.8433,44.3009,Erbil,36.191198,44.00914,hospital.png,General,"24 H","24 H",NULL
529,"نەخۆشخانەی چۆمان","Choman Hospital",hospital,36.6363,44.8873,Erbil,36.191198,44.00914,hospital.png,General,"24 H","24 H",NULL
530,"نەخۆشخانەی رزگاری","Rizgari Hospital",hospital,36.1923,44.0387,Erbil,36.191198,44.00914,hospital.png,General,"24 H","24 H",NULL
531,"نەخۆشخانەی هەولێر","Erbil Hospital",hospital,36.1991,44.0196,Erbil,36.191198,44.00914,hospital.png,General,"24 H","24 H",NULL
532,"نەخۆشخانەی فریاکەوتنی ناوەراست"," Central Emergency Hospital",emergency,36.1976,44.0182,Erbil,36.191198,44.00914,emergency.png,Emergency,"24 H","24 H",NULL
533,"نەخۆشخانەی فریاکەوتنی رۆژهەڵات"," East Emergency Hospital",emergency,36.1927,44.0394,Erbil,36.191198,44.00914,emergency.png,Emergency,"24 H","24 H",NULL
534,"نەخۆشخانەی فریاکەوتنی رۆژئاوا","West Emergency Hospital",emergency,36.191,43.9689,Erbil,36.191198,44.00914,emergency.png,Emergency,"24 H","24 H",NULL
535,"نەخۆشخانەی ئافرەتان و لە دایک بوون (هەولێر)","Maternity Hospital",maternity,36.2169,44.033,Erbil,36.191198,44.00914,hospital.png,Maternity,"24 H","24 H",NULL
536,"نەخۆشخانەی راپەرینی منداڵان (هەولێر)","Rapareen   Hospital",hospital,36.2191,44.0354,Erbil,36.191198,44.00914,hospital.png,Children,"24 H","24 H",NULL
537,"نەخۆشخانەی دەروونی","Psychological  Hospital(darwny)",hospital,36.1995,44.0215,Erbil,36.191198,44.00914,hospital.png,Psychological,"24 H","24 H",NULL
538,"نەخۆشخانەی نانەکەلی","Nanakaly  Hospital",hospital,36.1644,44.011,Erbil,36.191198,44.00914,hospital.png,Cancer,"24 H","24 H",NULL
539,"نەخۆشخانەی ايمرجنسي","Emergency Hospital(hawler)",emergency,36.1996,43.9977,Erbil,36.191198,44.00914,emergency.png,Emergency,"24 H","24 H",NULL
540,"نەخۆشخانەی دڵ و هەناو","Santari Dl",hospital,36.154,44.0173,Erbil,36.191198,44.00914,hospital.png,General,"24 H","24 H",NULL
541,"نەخۆشخانەی حرير","Harir Hospital",hospital,36.5468,44.3482,Erbil,36.191198,44.00914,hospital.png,General,"24 H","24 H",NULL
542,"نەخۆشخانەی خليفان","Khlaifan  Hospital",hospital,36.6166,44.4101,Erbil,36.191198,44.00914,hospital.png,General,"24 H","24 H",NULL
543,"نەخۆشخانەی رواندز","Rawandz  Hospital",hospital,36.6159,44.5309,Erbil,36.191198,44.00914,hospital.png,General,"24 H","24 H",NULL
544,"نەخۆشخانەی شەقلاوه","Shaqlawa  Hospital",hospital,36.334,44.3149,Erbil,36.191198,44.00914,hospital.png,General,"24 H","24 H",NULL
545,"نەخۆشخانەی ملازم كريم","Mlazm karim  Hospital",hospital,36.376,44.2022,Erbil,36.191198,44.00914,hospital.png,General,"24 H","24 H",NULL
546,"نەخۆشخانەی شهيد خالد","Shahid Khalid  Hospital",hospital,36.0989,44.6474,Erbil,36.191198,44.00914,hospital.png,General,"24 H","24 H",NULL
547,"نەخۆشخانەی طق طق","Taqtaq  Hospital",hospital,35.8975,44.5922,Erbil,36.191198,44.00914,hospital.png,General,"24 H","24 H",NULL
548,"نەخۆشخانەی كلار","Kalar  Hospital",hospital,34.623,45.3274,Sulaymaniyah,35.557,45.4359,hospital.png,General,"24 H","24 H",NULL
549,"نەخۆشخانەی شەهید شێرەی نەقیب","Shahid Sherai naqib",maternity,34.6323,45.3105,Sulaymaniyah,35.557,45.4359,hospital.png,Maternity,"24 H","24 H",NULL
550,"نەخۆشخانەی كفري(شهيد خالد كه رميانى)","Kifri  Hospital (Shaheed Khaled warm)",hospital,34.6875,44.9591,Sulaymaniyah,35.557,45.4359,hospital.png,General,"24 H","24 H",NULL
551,"نەخۆشخانەی پێنچوێن","Penjwen  Hospital",hospital,35.6253,45.9447,Sulaymaniyah,35.557,45.4359,hospital.png,General,"24 H","24 H",NULL
552,"نەخۆشخانەی شهیدانی نوێ ی قەلادزێ","Shahidany qaladze",hospital,36.1928,45.1321,Sulaymaniyah,35.557,45.4359,hospital.png,General,"24 H","24 H",NULL
553,"نەخۆشخانەی شهيد عبدالرحيم سنكه سه ر","Shaheed Rahim Sangasar  Hospital",hospital,36.2534,45.0091,Sulaymaniyah,35.557,45.4359,hospital.png,General,"24 H","24 H",NULL
554,"نەخۆشخانەی رانيه","Raparin  Hospital(ranya)",hospital,36.2579,44.8791,Sulaymaniyah,35.557,45.4359,hospital.png,General,"24 H","24 H",NULL
555,"نەخۆشخانەی حاجى ياوە","Hajiawa  Hospital",hospital,36.2374,44.7954,Sulaymaniyah,35.557,45.4359,hospital.png,General,"24 H","24 H",NULL
556,"نەخۆشخانەی لە دایکبوونی رانیە","Maternity Hospital",maternity,36.2579,44.8791,Sulaymaniyah,35.557,45.4359,hospital.png,Maternity,"24 H","24 H",NULL
557,"نەخۆشخانەی چوارقورنة","chwarqwrna Hospital",hospital,36.2096,44.8263,Sulaymaniyah,35.557,45.4359,hospital.png,General,"24 H","24 H",NULL
558,"نەخۆشخانەی فریاکەوتنی هەڵەبجە","Emergency Hospital(Halabja)",emergency,35.1945,45.9793,Halabja,35.1655,45.9896,emergency.png,Emergency,"24 H","24 H",NULL
559,"نەخۆشخانەی شهيد رؤوف بك","Shaheed Rauf book Hospital",hospital,35.3223,45.6884,Sulaymaniyah,35.557,45.4359,hospital.png,General,"24 H","24 H",NULL
560,"نەخۆشخانەی هەڵەبجەی شەهید","Halabjai shahid Hospital",hospital,35.1945,45.9806,Halabja,35.1655,45.9896,hospital.png,General,"24 H","24 H",NULL
561,"نەخۆشخانەی شهيد شوكت حاجي مشير","Shaheed Shaukat Hajji Mushir Hospital",hospital,35.3645,45.8449,Sulaymaniyah,35.557,45.4359,hospital.png,General,"24 H","24 H",NULL
562,"نەخۆشخانەی ئافرەتان و لە دایک بوون (هەڵەبجە)","Children & Birth Hospital",maternity,35.1947,45.982,Halabja,35.1655,45.9896,hospital.png,Maternity,"24 H","24 H",NULL
563,"نەخۆشخانەی فێرکردن","Education Hospital",hospital,35.5648,45.444,Sulaymaniyah,35.557,45.4359,hospital.png,General,"24 H","24 H",NULL
564," شهيد  د. اسو(چاو)","Shaheed D.aso Hospital (eyes)",hospital,35.5338,45.4523,Sulaymaniyah,35.557,45.4359,hospital.png,Eye,"24 H","24 H",NULL
565,"نەخۆشخانەی فریاکەوتنی سلێمانی","Emergency Hospital (slemani)",emergency,35.5639,45.4434,Sulaymaniyah,35.557,45.4359,emergency.png,Emergency,"24 H","24 H",NULL
566,"نەخۆشخانەی لە دایک بوون (سلێمانی)","Maternity Hospital",maternity,35.5612,45.4453,Sulaymaniyah,35.557,45.4359,hospital.png,Maternity,"24 H","24 H",NULL
567,"نەخۆشخانەی منداڵان (سلێمانی)","Children Hospital",hospital,35.5621,45.443,Sulaymaniyah,35.557,45.4359,hospital.png,Children,"24 H","24 H",NULL
568,"نەخۆشخانەی گشتی دکتۆر هێمن","Public Hospital (Shaheed hemnt)",hospital,35.5635,45.443,Sulaymaniyah,35.557,45.4359,hospital.png,General,"24 H","24 H",NULL
569,"نەخۆشخانەی سۆزى دەروونى تاسلوجە","Sozi darwny taslwja Hospital",hospital,35.6345,45.2228,Sulaymaniyah,35.557,45.4359,hospital.png,Psychological,"24 H","24 H",NULL
570,"نەخۆشخانەی هيوا","Hiwa Hospital",hospital,35.5422,45.4519,Sulaymaniyah,35.557,45.4359,hospital.png,Cancer,"24 H","24 H",NULL
571,"نەخۆشخانەی شهيد د. پێشرەو","Shaheed d. Peshraw  Hospital",hospital,35.5313,44.8253,Sulaymaniyah,35.557,45.4359,hospital.png,General,"24 H","24 H",NULL
572,"نەخۆشخانەی باسره (شورش)","Basara  Hospital(Shorsh)",hospital,35.5101,44.8429,Sulaymaniyah,35.557,45.4359,hospital.png,General,"24 H","24 H",NULL
573,"نەخۆشخانەی شهيد هوشنك ئازاد","Shahid Hoshang azad  Hospital",hospital,35.5289,44.8457,Sulaymaniyah,35.557,45.4359,hospital.png,General,"24 H","24 H",NULL
574,"نەخۆشخانەی دوكان(شهيد غريب هلدنى )","Dokan  Hospital (Shaheed Ghraib Heldny)",hospital,35.9289,44.9625,Sulaymaniyah,35.557,45.4359,hospital.png,General,"24 H","24 H",NULL
575,"نەخۆشخانەی سۆزى شهيد صلاح مهندس","Suzy Shaheed Salah engineer  Hospital",hospital,35.5233,45.4601,Sulaymaniyah,35.557,45.4359,hospital.png,General,"24 H","24 H",NULL
576,"نەخۆشخانەی پیرەمەگرون","Piramagrwn  Hospital",hospital,35.7323,45.1464,Sulaymaniyah,35.557,45.4359,hospital.png,General,"24 H","24 H",NULL
577,"نەخۆشخانەی شار","Shar  Hospital",hospital,35.5812,45.4424,Sulaymaniyah,35.557,45.4359,hospital.png,General,"24 H","24 H",NULL
578,"نەخۆشخانەی سوتان و جوانکاری (سلێمانی)","Burn Wounds beauty  Hospital",hospital,35.5607,45.4438,Sulaymaniyah,35.557,45.4359,hospital.png,Burn,"24 H","24 H",NULL
579,"نەخۆشخانەی منداڵان و لە دایک بوون (سۆران)","Born & children  Hospital Soran ",maternity,36.6369,44.5593,Erbil,36.191198,44.00914,hospital.png,Maternity,"24 H","24 H",NULL
580,"نەخۆشخانەی ئاشتى/سوران","ashti/soran  Hospital",hospital,36.6524,44.5321,Erbil,36.191198,44.00914,hospital.png,General,"24 H","24 H",NULL
581,"نەخۆشخانەی شەهید شێخ سلیمان/بالیسان","Shahid Shex suliman  Hospital/Balisan",hospital,36.3963,44.5501,Erbil,36.191198,44.00914,hospital.png,General,"24 H","24 H",NULL
582,"نەخۆشخانەی بلێ","Ble  Hospital",hospital,36.8809,44.0659,Erbil,36.191198,44.00914,hospital.png,General,"24 H","24 H",NULL
583,"نەخۆشخانەی فریاکەوتنی کۆیە","Emergrnce  Hospital(Koye)",emergency,36.0809,44.6274,Erbil,36.191198,44.00914,emergency.png,Emergency,"24 H","24 H",NULL
584,"نەخۆشخانەی دەربەندیخان","Darbandikhan  Hospital",hospital,35.1219,45.6812,Sulaymaniyah,35.557,45.4359,hospital.png,General,"24 H","24 H",NULL
585,"نەخۆشخانەی فریاکەوتنی شەهید هەژار","Shahid hazhar Emergency",emergency,34.6241,45.3264,Sulaymaniyah,35.557,45.4359,emergency.png,Emergency,"24 H","24 H",NULL
586,"مەڵبەندی تەندروستی شهيد د.هندرين","Shahid D.Hndren",main,36.0838,44.6177,Erbil,36.191198,44.00914,facility_main.png,Main,"8:00 AM","1:30 PM",NULL
587,"مەڵبەندی تەندروستی حاج قادر","Haji Qadr",main,36.089,44.6273,Erbil,36.191198,44.00914,facility_main.png,Main,"8:00 AM","1:30 PM",NULL
588,"مەڵبەندی تەندروستی باوه جي",Bawaji,main,36.0914,44.6158,Erbil,36.191198,44.00914,facility_main.png,Main,"8:00 AM","1:30 PM",NULL
589,"مەڵبەندی تەندروستی شهيد عبد الله خرباي","Shahid Abdulla Xarabaye",main,35.9147,44.7753,Erbil,36.191198,44.00914,facility_main.png,Main,"8:00 AM","1:30 PM",NULL
590,"مەڵبەندی تەندروستی سكتان",Siktan,main,36.2145,44.6682,Erbil,36.191198,44.00914,facility_main.png,Main,"8:00 AM","1:30 PM",NULL
591,"مەڵبەندی تەندروستی کاموسەک",Kamusak,main,36.2737,44.5428,Erbil,36.191198,44.00914,facility_main.png,Main,"8:00 AM","1:30 PM",NULL
592,"مەڵبەندی تەندروستی سێگردکان",Segrdkan,main,35.9047,44.4244,Erbil,36.191198,44.00914,facility_main.png,Main,"8:00 AM","1:30 PM",NULL
593,"مەڵبەندی تەندروستی شهيد كاوه","Shahid d.Kawa",main,36.0804,44.6274,Erbil,36.191198,44.00914,facility_main.png,Main,"8:00 AM","1:30 PM",NULL
594,"مەڵبەندی تەندروستی شەهیدانی تەق تەق","Shahidani Taqtaq",main,35.8928,44.5852,Erbil,36.191198,44.00914,facility_main.png,Main,"8:00 AM","1:30 PM",NULL
595,"بنکەی تەندروستی شیواشۆک",Shiwashok,branch,36.0118,44.5416,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
596,"بنکەی تەندروستی هەرمۆتە",Harmota,branch,36.0667,44.608,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
597,"بنکەی تەندروستی باخە چنێر",Baxachner,branch,35.9345,44.6322,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
598,"بنکەی تەندروستی بانی ماران","Bani Maran",branch,36.0468,44.379,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
599,"بنکەی تەندروستی سماقولی گەلی","Smaquli Gali",branch,36.1658,44.5841,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
600,"بنکەی تەندروستی سماقولی گرتک","Smaquli Grtk",branch,36.1956,44.5278,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
601,"بنکەی تەندروستی سماقولی سەروچاوە","Smaquli Sarwchawa",branch,36.2339,44.4983,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
602,"بنکەی تەندروستی ئیلینجاخ",Elnjagh,branch,35.9622,44.51,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
603,"بنکەی تەندروستی تیمارۆک",Timarok,branch,36,44.7167,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
604,"بنکەی تەندروستی کلێسە",Klesa,branch,35.8847,44.9108,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
605,"بنکەی تەندروستی قازبێگیان",Qazbegyan,branch,35.9537,44.836,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
606,"بنکەی تەندروستی کاولان",Kawlan,branch,35.9151,44.8203,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
607,"بنکەی تەندروستی کانی بی","Kani Bi",branch,35.8814,44.8344,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
608,"بنکەی تەندروستی گۆپتەپە",Goptapa,branch,36.0714,44.4967,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
609,"بنکەی تەندروستی سناوە",Snawa,branch,36.2148,44.5602,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
610,"بنکەی تەندروستی جەلی",Jali,branch,36.1884,44.5981,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
611,"بنکەی تەندروستی گۆمه‌شین",GomaShin,branch,36.078,44.461,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
612,"بنکەی تەندروستی گۆمەتاڵ",Gomatal,branch,36.1452,44.4277,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
613,"بنکەی تەندروستی ئۆمێگا گومبەت","Omea Gumbat",branch,35.8664,44.4839,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
614,"بنکەی تەندروستی یۆگد",Yogd,branch,35.9047,44.8614,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
615,"بنکەی تەندروستی شاخە پیسکە",ShaxaPiska,branch,36.0562,44.4127,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
616,"بنکەی تەندروستی داربەسەری بچوک","Darbeseri bchuk",branch,35.9943,44.4848,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
617,"بنکەی تەندروستی قـزڵو ",Qzlu,branch,35.8573,44.8028,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
618,"بنکەی تەندروستی کرۆژ",Krwzh,branch,36.1545,44.5614,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
619,"بنکەی تەندروستی شیوەشان",Shiwashan,branch,35.9839,44.8005,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
620,"بنکەی تەندروستی شەوگێر",Shawger,branch,36.0117,44.6545,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
621,"بنکەی تەندروستی ئاوماڵ",Awmal,branch,35.8617,44.3461,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
622,"بنکەی تەندروستی سماقە ",Smaqa,branch,35.9853,44.4339,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
623,"بنکەی تەندروستی زانكۆ",Zanko,branch,36.0958,44.6591,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
624,"بنکەی تەندروستی سێنان",Sinan,branch,36.171,44.5542,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
625,"بنکەی تەندروستی بەردە سپی","Barda Spi",branch,35.8935,44.3296,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
626," بنکەی تەندروستی گرتو خانە",Grtuxana,branch,36.0813,44.6487,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
627,"بنکەی تەندروستی ئاساحش رۆژهەڵات","Asaishi Rozhhalat",branch,36.0829,44.6341,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
628,"بنکەی تەندروستی کودەڵە",Kudala,branch,36.2469,44.6717,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
629,"بنکەی تەندروستی دێگەڵە",Degala,branch,36.1748,44.3844,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
630,"بنکەی تەندروستی ئاوخورە",Awxwra,branch,36.0486,44.3141,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
631,"بنکەی تەندروستی عەلیاوە",Alyawa,branch,36.1939,44.4163,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
632,"بنکەی تەندروستی نازنين",Nazanin,branch,36.1884,44.5981,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
633,"بنکەی تەندروستی كونه فلوسه","Kuna Flusa",branch,36.2997,44.5453,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
634,"بنکەی تەندروستی نێرگین",Nyregin,branch,35.9305,44.3696,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
635,"مەڵبەندی تەندروستی ژاراوە",Zharawa,main,36.2277,45.0634,Sulaymaniyah,35.557,45.4359,facility_main.png,Main,"8:00 AM","1:30 PM",NULL
636,"مەڵبەندی تەندروستی ئیڤریا",Eviria,main,36.184,45.1239,Sulaymaniyah,35.557,45.4359,facility_main.png,Main,"8:00 AM","1:30 PM",NULL
637,"مەڵبەندی تەندروستی قەڵادزێ",Qaladze,main,36.1936,45.1324,Sulaymaniyah,35.557,45.4359,facility_main.png,Main,"8:00 AM","1:30 PM",NULL
638,"مەڵبەندی تەندروستی شهیدان قەڵادزێ",Shahidan,main,36.1743,45.12,Sulaymaniyah,35.557,45.4359,facility_main.png,Main,"8:00 AM","1:30 PM",NULL
639,"مەڵبەندی تەندروستی زەڵێ",Zale,main,36.2792,45.2938,Sulaymaniyah,35.557,45.4359,facility_main.png,Main,"8:00 AM","1:30 PM",NULL
640,"مەڵبەندی تەندروستی سونێ",Swne,main,36.2912,45.2376,Sulaymaniyah,35.557,45.4359,facility_main.png,Main,"8:00 AM","1:30 PM",NULL
641,"مەڵبەندی تەندروستی هەنارۆك",Hanarok,main,36.1762,45.1414,Sulaymaniyah,35.557,45.4359,facility_main.png,Main,"8:00 AM","1:30 PM",NULL
642,"مەڵبەندی تەندروستی هەلشۆ",Halsho,main,36.2097,45.2597,Sulaymaniyah,35.557,45.4359,facility_main.png,Main,"8:00 AM","1:30 PM",NULL
643,"بنکەی تەندروستی گەناو",Ganaw,branch,36.0483,45.3129,Sulaymaniyah,35.557,45.4359,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
644,"بنکەی تەندروستی هێرۆ",Hero,branch,36.1321,45.2864,Sulaymaniyah,35.557,45.4359,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
645,"بنکەی تەندروستی باوزێ",Bawze,branch,36.0878,45.3133,Sulaymaniyah,35.557,45.4359,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
646,"بنکەی تەندروستی سید احمدان","Said Ahmadan",branch,36.0658,45.2865,Sulaymaniyah,35.557,45.4359,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
