_id,arabic_name,description,type,latitude,longitude,directorate,directorate_latitude,directorate_longitude,icon,tags,start_time,end_time,phone_no
219,"مەڵبەندی تەندروستی شەهید نیازی","Shahid Niyazi",main,35.201,46.184,Halabja,35.1655,45.9896,facility_main.png,Main,"8:00 AM","1:30 PM",NULL
220,"مەڵبەندی تەندروستی شەهید ئەمجەدی حاجی خەلیل","Shahid Amjad hji xali",main,35.2472,45.9461,Halabja,35.1655,45.9896,facility_main.png,Main,"8:00 AM","1:30 PM",NULL
221,"مەڵبەندی تەندروستی شەهید فاتح","Shahid Fatih",main,35.187,45.9822,Halabja,35.1655,45.9896,facility_main.png,Main,"8:00 AM","1:30 PM",NULL
222,"مەڵبەندی تەندروستی هەلەابجەی شەهید","Halabjay shahid",main,35.1753,45.9923,Halabja,35.1655,45.9896,facility_main.png,Main,"8:00 AM","1:30 PM",NULL
223,"مەڵبەندی تەندروستی علی شیعە","shahid ali shea",main,35.3008,46.0332,Halabja,35.1655,45.9896,facility_main.png,Main,"8:00 AM","1:30 PM",NULL
224,"بنکەی تەندروستی سەید جەمیل","Sayd Jamil",branch,35.2744,45.98,Halabja,35.1655,45.9896,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
225,"بنکەی تەندروستی زەمەقی",zamaqe,branch,35.196,45.9679,Halabja,35.1655,45.9896,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
226,"بنکەی تەندروستی بامۆک",Bamok,branch,35.162,45.9935,Halabja,35.1655,45.9896,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
227,"بنکەی تەندروستی کۆکۆیی",Kokoy,branch,35.171,45.9841,Halabja,35.1655,45.9896,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
228,"بنکەی تەندروستی مامۆستایان",Mamostayan,branch,35.1847,45.9936,Halabja,35.1655,45.9896,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
229,"بنکەی تەندروستی عەنەب",Anab,branch,35.2101,46.0155,Halabja,35.1655,45.9896,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
230,"بنکەی تەندروستی جەنەراڵ تۆڤۆ","General tovo",branch,35.1355,45.9018,Halabja,35.1655,45.9896,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
231,"بنکەی تەندروستی گوندە",Gunda,branch,35.1479,45.905,Halabja,35.1655,45.9896,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
232,"بنکەی تەندروستی بالخە",Balxa,branch,35.2006,46.1503,Halabja,35.1655,45.9896,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
233,"بنکەی تەندروستی زەردەهال",Zardahal,branch,35.234,46.0772,Halabja,35.1655,45.9896,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
234,"بنکەی تەندروستی بەشارەتی خوارو","Basharate xwaru",branch,35.2617,45.953,Halabja,35.1655,45.9896,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
235,"بنکەی تەندروستی بەشارەتی خوارو سەروو","Basharate Saru",branch,35.2663,45.9737,Halabja,35.1655,45.9896,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
236,"بنکەی تەندروستی ئیمام زامن","Emam Zamn",branch,35.2181,45.9362,Halabja,35.1655,45.9896,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
237,"بنکەی تەندروستی شەهید رێباز","Shahid Rebaz",branch,35.1756,45.984,Halabja,35.1655,45.9896,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
238,"بنکەی تەندروستی احمداوە",Ahmadawa,branch,35.2989,46.0658,Halabja,35.1655,45.9896,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
239,"بنکەی تەندروستی بانی شار","Bani shar",branch,35.3319,46.0181,Halabja,35.1655,45.9896,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
240,"بنکەی تەندروستی کولکنی",Kulkne,branch,35.3008,45.9867,Halabja,35.1655,45.9896,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
241,"بنکەی تەندروستی دێ کۆن","De Kun",branch,35.3187,45.9932,Halabja,35.1655,45.9896,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
242,"بنکەی تەندروستی شیرە مەر","Shera Mar",branch,35.3208,46.0035,Halabja,35.1655,45.9896,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
243,"بنکەی تەندروستی سەرگات",Sargat,branch,35.2896,46.1014,Halabja,35.1655,45.9896,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
244,"بنکەی تەندروستی گردیگۆ",Grdigo,branch,35.3028,45.9697,Halabja,35.1655,45.9896,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
245,"بنکەی تەندروستی خێلی حەمە","Xeli hama",branch,35.2639,46.005,Halabja,35.1655,45.9896,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
246,"بنکەی تەندروستی  عامورە",amura,branch,35.35,46.0167,Halabja,35.1655,45.9896,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
247,"بنکەی تەندروستی شهەهئد دکتۆر رەزا","Shahid d.Raza",branch,35.3481,45.9642,Halabja,35.1655,45.9896,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
248,"بنکەی تەندروستی شهەهئد عەبدولکەریم","Shhid Abdulkarem",branch,35.3964,45.9782,Halabja,35.1655,45.9896,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
249,"بنکەی تەندروستی تاپی سەفا","Tapi Safa",branch,35.2727,45.9854,Halabja,35.1655,45.9896,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
250,"بنکەی تەندروستی زەمەقی خوارو","zamaqi Xwaru",branch,35.1996,45.9644,Halabja,35.1655,45.9896,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
251,"بنکەی تەندروستی شههید محمد شاشکێ","Shahid Mahamad Shashke",branch,35.3377,45.9431,Halabja,35.1655,45.9896,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
252,"بنکەی تەندروستی کانی اسکان","Kani Askan",branch,35.3942,45.9774,Halabja,35.1655,45.9896,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
253,"بنکەی تەندروستی شەهید رەئوف خەلیفە","Shahid Ra2uf Xalifa",branch,35.3374,45.9476,Halabja,35.1655,45.9896,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
254,"بنکەی تەندروستی ناوێ",Nawe,branch,35.4137,45.9615,Halabja,35.1655,45.9896,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
255,"بنکەی تەندروستی ریشیێن",Rishen,branch,35.3591,45.9718,Halabja,35.1655,45.9896,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
256,"بنکەی تەندروستی شەهید حیکمەت","shahid hikamat",branch,35.188,45.9999,Halabja,35.1655,45.9896,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
257,"بنکەی تەندروستی تەپە سارقولە","tapa saraqula",branch,35.3069,45.9532,Halabja,35.1655,45.9896,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
258,"بنکەی تەندروستی بەردە باڵ","barda bal",branch,35.239,45.8088,Halabja,35.1655,45.9896,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
259,"بنکەی تەندروستی گلیجال",glyjal,branch,34.9797,45.7984,Halabja,35.1655,45.9896,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
260,"بنکەی تەندروستی پشتە",pshta,branch,34.9822,45.8488,Halabja,35.1655,45.9896,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
261,"مەڵبەندی تەندروستی شەهید حمید","shahis hamid",main,35.1067,45.687400,Sulaymaniyah,35.557,45.4359,facility_main.png,Main,"8:00 AM","1:30 PM",NULL
262,"مەڵبەندی تەندروستی شەهید ئازادی مامە عەلە","shahid azadi mama hala",main,35.1146,45.6786,Sulaymaniyah,35.557,45.4359,facility_main.png,Main,"8:00 AM","1:30 PM",NULL
263,"مەڵبەندی تەندروستی خۆپاراستنی دەربەندیخان","xoparastni darbandikhan",main,35.1128,45.6869,Sulaymaniyah,35.557,45.4359,facility_main.png,Main,"8:00 AM","1:30 PM",NULL
264,"بنکەی تەندروستی بانی خێلان","bany xelan",branch,35.0756,45.6538,Sulaymaniyah,35.557,45.4359,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
265,"بنکەی تەندروستی باوە خۆشین","bawa xoshin",branch,35.1742,45.6126,Sulaymaniyah,35.557,45.4359,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
266,"بنکەی تەندروستی چنارە",chnara,branch,35.2531,45.6014,Sulaymaniyah,35.557,45.4359,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
267,"بنکەی تەندروستی بیرکا",byrka,branch,35.3126,45.6348,Sulaymaniyah,35.557,45.4359,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
268,"بنکەی تەندروستی عازەبان",azaban,branch,35.2046,45.7246,Sulaymaniyah,35.557,45.4359,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
269,"بنکەی تەندروستی احمد برندە","ahmad brnda",branch,35.3195,45.678,Sulaymaniyah,35.557,45.4359,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
270,"بنکەی تەندروستی سەرشاتە",sarshata,branch,35.0925,45.8687,Sulaymaniyah,35.557,45.4359,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
271,"ب.ت بانکی خوێن","Blood bank Erbil",main,36.1886,44.0382,Erbil,36.191198,44.00914,facility_main.png,Main,"8:00 AM","1:30 PM",NULL
272,"ب.ت فرۆکەخانەی نێودەوڵەتی هەولێر","Frokaxanai hawler",main,36.2272,43.9659,Erbil,36.191198,44.00914,facility_main.png,Main,"8:00 AM","1:30 PM",NULL
273,"بەرێوەبەرایەتی تاقیگەی تەندروستی گشتی",labrotary,centers,36.1982,44.0188,Erbil,36.191198,44.00914,center.png,"Specelized center","8:00 AM","1:30 PM",NULL
274,"سەنتەری هەولێری فێرکاری بۆ نەخۆشیەکانی پێست","Hawler center",centers,36.1577,43.9818,Erbil,36.191198,44.00914,center.png,"Specelized center","8:00 AM","1:30 PM",NULL
275,"سەنتەری هێلینا بۆ راهێنان ونەشتەرگەری منداڵانی خاوەن پێداویستی تایبەتمەندی","Helina Center",centers,36.2171,44.0348,Erbil,36.191198,44.00914,center.png,"Specelized center","8:00 AM","1:30 PM",NULL
276,"سەنتەری خانزادی فێرکاری دەم و ددان","Khanzad center",centers,36.1962,44.0171,Erbil,36.191198,44.00914,center.png,"Specelized center","8:00 AM","1:30 PM",NULL
277,"سەنتەری دەرونی گەرمیان","santari darwni",centers,34.6229,45.3267,Sulaymaniyah,35.557,45.4359,center.png,"Specelized center","8:00 AM","1:30 PM",NULL
278,"سەنتەری ددان گەرمیان","teeth Center",centers,34.6236,45.3278,Sulaymaniyah,35.557,45.4359,center.png,"Specelized center","8:00 AM","1:30 PM",NULL
279,"سەنتەری تیشک گەرمیان","X-ray Tishk",centers,34.6238,45.3282,Sulaymaniyah,35.557,45.4359,center.png,"Specelized center","8:00 AM","1:30 PM",NULL
280,"سەنتەری گورچیلە گەرمیان","santari gwrchila",centers,34.6242,45.3276,Sulaymaniyah,35.557,45.4359,center.png,"Specelized center","8:00 AM","1:30 PM",NULL
281,"سەنتەری گورچیلەی رانیە","santari gwrchila",centers,36.2565,44.9033,Sulaymaniyah,35.557,45.4359,center.png,"Specelized center","8:00 AM","1:30 PM",NULL
282,"س. تيشك","X-ray Tishk",centers,35.5643,45.4427,Sulaymaniyah,35.557,45.4359,center.png,"Specelized center","8:00 AM","1:30 PM",NULL
283,"س.راويذكارى على كمال","Ali kamal center",centers,35.5617,45.4471,Sulaymaniyah,35.557,45.4359,center.png,"Specelized center","8:00 AM","1:30 PM",NULL
284,"س.هةماهةنطى فرياكةوتنى خيرا 122","122 center",centers,35.581,45.4451,Sulaymaniyah,35.557,45.4359,center.png,"Specelized center","8:00 AM","1:30 PM",NULL
285,"سةنتةرى  شةكرةو كويرةطلاندةكان","santari shakra",centers,35.5214,45.4594,Sulaymaniyah,35.557,45.4359,center.png,"Specelized center","8:00 AM","1:30 PM",NULL
286,"سةنتةرى  شؤرشى ددانى فيركارى","Shorsh teeth Center",centers,35.5483,45.4513,Sulaymaniyah,35.557,45.4359,center.png,"Specelized center","8:00 AM","1:30 PM",NULL
287,"سةنتةرى تاقيطةى نيشينطةى سليمانى",labrotary,centers,35.5642,45.4421,Sulaymaniyah,35.557,45.4359,center.png,"Specelized center","8:00 AM","1:30 PM",NULL
288,"سةنتةرى راهينانى منالان ","Child Center",centers,35.5532,45.4291,Sulaymaniyah,35.557,45.4359,center.png,"Specelized center","8:00 AM","1:30 PM",NULL
289,"سةنتةرى ثزيشكى خيزانى ابراهيم احمد","braim ahmad center",centers,35.5587,45.4836,Sulaymaniyah,35.557,45.4359,center.png,"Specelized center","8:00 AM","1:30 PM",NULL
290,"سةنتةرى راويذكارى روماتيزم وراهينان","romantizm center",centers,35.562,45.4458,Sulaymaniyah,35.557,45.4359,center.png,"Specelized center","8:00 AM","1:30 PM",NULL
291,"سةنتةرى رةبؤ وفرةهةستيارى",Center,centers,35.5563,45.4512,Sulaymaniyah,35.557,45.4359,center.png,"Specelized center","8:00 AM","1:30 PM",NULL
292,"سةنتةرى سالاسيماو طواستنةوةى خوين","talasimya center",centers,35.5627,45.4434,Sulaymaniyah,35.557,45.4359,center.png,"Specelized center","8:00 AM","1:30 PM",NULL
293,"سةنتةرى طورضيلةى دةست كرد","santari gwrchila",centers,35.5206,45.4568,Sulaymaniyah,35.557,45.4359,center.png,"Specelized center","8:00 AM","1:30 PM",NULL
294,"سةنتةرى قورط و لوتوطوى","ENT Center",centers,35.5651,45.4431,Sulaymaniyah,35.557,45.4359,center.png,"Specelized center","8:00 AM","1:30 PM",NULL
295,"سةنتةرى كؤرد بؤ راهينانةوةى كةم ئةندامان","kurdestan Center",centers,35.5611,45.4466,Sulaymaniyah,35.557,45.4359,center.png,"Specelized center","8:00 AM","1:30 PM",NULL
296,"سةنتةرى كؤئةندامى هةرس و جطةر",Center,centers,35.5641,45.4429,Sulaymaniyah,35.557,45.4359,center.png,"Specelized center","8:00 AM","1:30 PM",NULL
297,"سةنتةرى نةخؤشيةكانى ثيستى فيركارى",Center,centers,35.5474,45.4483,Sulaymaniyah,35.557,45.4359,center.png,"Specelized center","8:00 AM","1:30 PM",NULL
298,"سةنتةرى نةخؤشية دةرونيةكان ",Center,centers,35.5637,45.4413,Sulaymaniyah,35.557,45.4359,center.png,"Specelized center","8:00 AM","1:30 PM",NULL
299,"سةنتةرى ثةرةثيدانى تةندروستى ",Center,centers,35.5623,45.4449,Sulaymaniyah,35.557,45.4359,center.png,"Specelized center","8:00 AM","1:30 PM",NULL
300,"سةنتةرى ئوديولوجى",Center,centers,35.5816,45.4263,Sulaymaniyah,35.557,45.4359,center.png,"Specelized center","8:00 AM","1:30 PM",NULL
301,"سةنتةرى ذيانةوة ى شيرثةنجة بة تيشك ","Zhyanawa Center",centers,35.5221,45.4574,Sulaymaniyah,35.557,45.4359,center.png,"Specelized center","8:00 AM","1:30 PM",NULL
302,"سەنتەری شەکرە",Center,centers,36.1711,44.0223,Erbil,36.191198,44.00914,center.png,"Specelized center","8:00 AM","1:30 PM",NULL
303,"سةنتةري راويذكاري نةخؤشيةكاني سنط وهةناسة",Center,centers,35.564,45.443,Sulaymaniyah,35.557,45.4359,center.png,"Specelized center","8:00 AM","1:30 PM",NULL
304,"سةنتةري ريَكخستني خيَزاني",Center,centers,35.5611,45.4441,Sulaymaniyah,35.557,45.4359,center.png,"Specelized center","8:00 AM","1:30 PM",NULL
305,"س. تيشك","X-ray Tishk",centers,36.0871,44.6497,Erbil,36.191198,44.00914,center.png,"Specelized center","8:00 AM","1:30 PM",NULL
306,"سةنتةرى   ددان","koye dental center",centers,36.0809,44.6274,Erbil,36.191198,44.00914,center.png,"Specelized center","8:00 AM","1:30 PM",NULL
307,"بنگه‌هێ چاڤدێریا ساخله‌میا ده‌ستپێكێ ل كه‌مپا باجێد كه‌ندالا – 1 – یا ئاوارا","bajed camp1",branch,37.0568,42.4415,Duhok,36.942876,42.941769,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
308,"بنگه‌هێ چاڤدێریا ساخله‌میا ده‌ستپێكێ ل كه‌مپا باجێد كه‌ندالا – 2 – یا ئاوارا","bajed camp2",branch,37.0577,42.4493,Duhok,36.942876,42.941769,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
309,"بنگه‌هێ چاڤدێریا ساخله‌میا ده‌ستپێكێ ل كه‌مپا بێرسڤێ – 1 – یا ئاوارا","bersve camp1",branch,37.1847,42.8552,Duhok,36.942876,42.941769,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
310,"بنگه‌هێ چاڤدێریا ساخله‌میا ده‌ستپێكێ ل كه‌مپا بێرسڤێ – 2 – یا ئاوارا","bersve camp2",branch,37.1835,42.8549,Duhok,36.942876,42.941769,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
311,"بنگه‌هێ چاڤدێریا ساخله‌میا ده‌ستپێكێ ل كه‌مپا چه‌م مشكو یا ئاوارا","cham mshko camp",branch,37.1636,42.6728,Duhok,36.942876,42.941769,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
312,"بنگه‌هێ چاڤدێریا ساخله‌میا ده‌ستپێكێ ل كه‌مپا ده‌ركار یا ئاوارا","darkar camp",branch,37.1847,42.8552,Duhok,36.942876,42.941769,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
313,"نەخۆشخانەی ئافرەتان (ئاکرێ)","Women's Emergency Akre",maternity,36.7497,43.8943,Duhok,36.942876,42.941769,hospital.png,Maternity,"24 H","24 H",NULL
314,"نەخۆشخانەی گولان(ئاکرێ)","Gulan Hospital",hospital,36.737,43.886,Duhok,36.942876,42.941769,hospital.png,General,"24 H","24 H",NULL
315,"نەخۆشخانەی ئامێدی(عام)","Amedy Hospital",hospital,37.0919,43.8991,Duhok,36.942876,42.941769,hospital.png,General,"24 H","24 H",NULL
316,"نەخۆشخانەی ئازادی","Azadi Hospital (Duhok)",hospital,36.8501,43.0036,Duhok,36.942876,42.941769,hospital.png,General,"24 H","24 H",NULL
317,"نەخۆشخانەی فریاکەوتن","Emergency Hospital(Duhok)",emergency,36.8484,43.0039,Duhok,36.942876,42.941769,emergency.png,Emergency,"24 H","24 H",NULL
318,"نەخۆشخانەی هێڤی منداڵان","Hevi Hospital for Kids",hospital,36.8496,43.0056,Duhok,36.942876,42.941769,hospital.png,Children,"24 H","24 H",NULL
319,"نەخۆشخانەی سوتان و جوانکاری","Burns and cosmetic surgery (duhok)",hospital,36.8509,43.0123,Duhok,36.942876,42.941769,hospital.png,Burn,"24 H","24 H",NULL
320,"نەخۆشخانەی رۆزانە","rozana Hospital(duhok)",hospital,37.2295,43.441,Duhok,36.942876,42.941769,hospital.png,General,"24 H","24 H",NULL
321,"نەخۆشخانەی چاو","Eye Hospital(duhok)`",hospital,36.8484,43.0039,Duhok,36.942876,42.941769,hospital.png,Eye,"24 H","24 H",NULL
322,"نەخۆشخانەی ئافرەتان و لە دایک بوون (دهۆک)","Women and Gynecology (Dhok)",maternity,36.8645,42.9865,Duhok,36.942876,42.941769,hospital.png,Maternity,"24 H","24 H",NULL
323,"نەخۆشخانەی زاخؤ ","Zakho Hospital",hospital,37.1471,42.6805,Duhok,36.942876,42.941769,hospital.png,General,"24 H","24 H",NULL
324,"نەخۆشخانەی ئافرەتان  (زاخۆ)","Women's Emergency (Zakho)",maternity,37.1476,42.6795,Duhok,36.942876,42.941769,hospital.png,Maternity,"24 H","24 H",NULL
325,"نەخۆشخانەی منداڵان (زاخۆ)","Emergency and childbirth Zakho",hospital,37.1473,42.6803,Duhok,36.942876,42.941769,hospital.png,Children,"24 H","24 H",NULL
326,"بنکەی تەندروستی بلێ",Ble,main,36.8638,44.0656,Erbil,36.191198,44.00914,facility_main.png,Main,"8:00 AM","1:30 PM",NULL
327,"بنکەی تەندروستی  بارزان",Barzan,main,36.9302,44.0349,Erbil,36.191198,44.00914,facility_main.png,Main,"8:00 AM","1:30 PM",NULL
328,"بنکەی تەندروستی  شیروان مزن","Sherwan Mazn",main,36.9822,44.2066,Erbil,36.191198,44.00914,facility_main.png,Main,"8:00 AM","1:30 PM",NULL
329,"بنکەی تەندروستی  زوركفان",Zorkvan,main,36.8549,44.0811,Erbil,36.191198,44.00914,facility_main.png,Main,"8:00 AM","1:30 PM",NULL
330,"بنکەی تەندروستی كورەتو",Kuratu,main,36.8617,44.3696,Erbil,36.191198,44.00914,facility_main.png,Main,"8:00 AM","1:30 PM",NULL
331,"بنکەی تەندروستی  پیران",Piran,main,36.9096,44.3549,Erbil,36.191198,44.00914,facility_main.png,Main,"8:00 AM","1:30 PM",NULL
332,"بنکەی تەندروستی همدلي",Hmdla,branch,36.9499,43.9853,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
333,"بنکەی تەندروستی  دورێ",Dore,branch,36.9075,44.1403,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
334,"بنکەی تەندروستی لەيلوك",Layluk,branch,36.7987,44.3878,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
335,"بنکەی تەندروستی  باب سیفه","Bab siva",branch,37.0063,43.8674,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
336,"بنکەی تەندروستی سيلكه",Silke,branch,37.058,44.0774,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
337,"بنکەی تەندروستی شانەدەر",Shanadar,branch,36.7995,44.2465,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
338,"بنکەی تەندروستی بی",Bii,branch,36.9579,44.1479,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
339,"بنکەی تەندروستی بازی",Bazi,branch,36.9651,43.9603,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
340,"بنکەی تەندروستی مەمولە",Mamula,branch,36.9396,44.3586,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
341,"بنکەی تەندروستی شيخان",Shexan,branch,36.7963,44.4363,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
342,"بنکەی تەندروستی بيدود",Bedod,branch,36.9025,44.3079,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
343,"بنکەی تەندروستی الكه",Alka,branch,36.829,44.1389,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
344,"بنکەی تەندروستی حوسنان",Hosnan,branch,36.9291,44.0906,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
345,"بنکەی تەندروستی هاربو",Harboo,branch,36.767,44.2671,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
346,"بنکەی تەندروستی بیرسیاو",Birsyaw,branch,36.9433,44.2874,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
347,"بنکەی تەندروستی ايروان",Erwan,branch,36.8242,44.1801,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
348,"بنکەی تەندروستی بيدارون",Bedaron,branch,36.8853,44.1194,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
349,"بنکەی تەندروستی کولەکە",Kulaka,branch,36.9125,44.4424,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
350,"بنکەی تەندروستی بالند",Balnda,branch,37.0102,43.8613,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
351,"بنکەی تەندروستی جامی",Chami,branch,36.966,44.2279,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
352,"بنکەی تەندروستی حاج ئۆمەران","Haji Omeran",main,36.6743,45.046,Erbil,36.191198,44.00914,facility_main.png,Main,"8:00 AM","1:30 PM",NULL
353,"بنکەی تەندروستی سمێلان",Smelan,main,36.6785,44.7291,Erbil,36.191198,44.00914,facility_main.png,Main,"8:00 AM","1:30 PM",NULL
354,"بنکەی تەندروستی قه‌سرێ ",Qasre,main,36.5587,44.8283,Erbil,36.191198,44.00914,facility_main.png,Main,"8:00 AM","1:30 PM",NULL
355,"بنکەی تەندروستی خوشكان",Xoshkan,branch,36.6089,44.927,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
356,"بنکەی تەندروستی گەلاله‌",Galala,branch,36.6134,44.8225,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
357,"بنکەی تەندروستی بیشه",Bisha,branch,36.688,44.668,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
358,"بنکەی تەندروستی رۆستێ",Ruste,branch,36.7078,44.7706,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
359,"بنکەی تەندروستی دار السالم","Dar u Alsalam",branch,36.6073,44.7568,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
360,"بنکەی تەندروستی بەردە زەرد","Barda Zard",branch,36.684,44.9917,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
361,"بنکەی تەندروستی بیرئۆمەر",Biromar,branch,36.6856,44.7517,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
362,"بنکەی تەندروستی گەزنە",Gazna,branch,36.7072,44.6958,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
363,"بنکەی تەندروستی شيركاوه",sherkawa,branch,36.6342,44.7272,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
364,"بنکەی تەندروستی ناو بەردان",Nawbardan,branch,36.6198,44.8832,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
365,"بنکەی تەندروستی وسەن",Wasan,branch,36.5223,44.8523,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
366,"بنکەی تەندروستی  ماونان",Mawnan,branch,36.5008,44.8953,Erbil,36.191198,44.00914,facility_branch.png,branch,"8:00 AM","1:30 PM",NULL
367,"بنکەی تەندروستی بێتواتە",Betwata,main,36.2023,44.0747,Erbil,36.191198,44.00914,facility_main.png,Main,"8:00 AM","1:30 PM",NULL
368,"بنکەی تەندروستی حەسارۆک",Hasarok,main,36.1902,44.0713,Erbil,36.191198,44.00914,facility_main.png,Main,"8:00 AM","1:30 PM",NULL
369,"بنکەی تەندروستی سەروەران",Sarwaran,main,36.1928,44.0598,Erbil,36.191198,44.00914,facility_main.png,Main,"8:00 AM","1:30 PM",NULL
370,"بنکەی تەندروستی بنصلاوه",Bnaslawa,main,36.1551,44.12,Erbil,36.191198,44.00914,facility_main.png,Main,"8:00 AM","1:30 PM",NULL
371,"بنکەی تەندروستی كسنزان",Kasnazan,main,36.2081,44.1455,Erbil,36.191198,44.00914,facility_main.png,Main,"8:00 AM","1:30 PM",NULL
372,"بنکەی تەندروستی دارەتو",Daratu,main,36.1184,44.0651,Erbil,36.191198,44.00914,facility_main.png,Main,"8:00 AM","1:30 PM",NULL
373,"بنکەی تەندروستی شاوێز",Shawes,main,36.2478,44.0889,Erbil,36.191198,44.00914,facility_main.png,Main,"8:00 AM","1:30 PM",NULL
